Mouse Hareket Etti - X: 409, Y: 382, Zaman: 143 ms
Mouse Hareket Etti - X: 806, Y: 270, Zaman: 1651 ms
Mouse Hareket Etti - X: 807, Y: 270, Zaman: 1653 ms
Mouse Hareket Etti - X: 808, Y: 270, Zaman: 1654 ms
Mouse Hareket Etti - X: 809, Y: 270, Zaman: 1655 ms
Mouse Hareket Etti - X: 810, Y: 270, Zaman: 1656 ms
Mouse Hareket Etti - X: 811, Y: 270, Zaman: 1657 ms
Mouse Hareket Etti - X: 812, Y: 269, Zaman: 1658 ms
Mouse Hareket Etti - X: 813, Y: 269, Zaman: 1659 ms
Mouse Hareket Etti - X: 814, Y: 269, Zaman: 1660 ms
Mouse Hareket Etti - X: 815, Y: 269, Zaman: 1661 ms
Mouse Hareket Etti - X: 816, Y: 269, Zaman: 1662 ms
Mouse Hareket Etti - X: 817, Y: 269, Zaman: 1663 ms
Mouse Hareket Etti - X: 818, Y: 269, Zaman: 1664 ms
Mouse Hareket Etti - X: 820, Y: 269, Zaman: 1665 ms
Mouse Hareket Etti - X: 821, Y: 269, Zaman: 1667 ms
Mouse Hareket Etti - X: 823, Y: 269, Zaman: 1668 ms
Mouse Hareket Etti - X: 824, Y: 269, Zaman: 1670 ms
Mouse Hareket Etti - X: 826, Y: 269, Zaman: 1671 ms
Mouse Hareket Etti - X: 827, Y: 269, Zaman: 1672 ms
Mouse Hareket Etti - X: 828, Y: 269, Zaman: 1673 ms
Mouse Hareket Etti - X: 829, Y: 269, Zaman: 1674 ms
Mouse Hareket Etti - X: 830, Y: 269, Zaman: 1675 ms
Mouse Hareket Etti - X: 831, Y: 269, Zaman: 1676 ms
Mouse Hareket Etti - X: 832, Y: 269, Zaman: 1677 ms
Mouse Hareket Etti - X: 833, Y: 269, Zaman: 1678 ms
Mouse Hareket Etti - X: 834, Y: 269, Zaman: 1679 ms
Mouse Hareket Etti - X: 836, Y: 269, Zaman: 1680 ms
Mouse Hareket Etti - X: 837, Y: 269, Zaman: 1681 ms
Mouse Hareket Etti - X: 838, Y: 269, Zaman: 1682 ms
Mouse Hareket Etti - X: 839, Y: 269, Zaman: 1683 ms
Mouse Hareket Etti - X: 840, Y: 269, Zaman: 1684 ms
Mouse Hareket Etti - X: 841, Y: 269, Zaman: 1685 ms
Mouse Hareket Etti - X: 842, Y: 269, Zaman: 1686 ms
Mouse Hareket Etti - X: 843, Y: 269, Zaman: 1687 ms
Mouse Hareket Etti - X: 844, Y: 269, Zaman: 1688 ms
Mouse Hareket Etti - X: 845, Y: 269, Zaman: 1689 ms
Mouse Hareket Etti - X: 846, Y: 269, Zaman: 1690 ms
Mouse Hareket Etti - X: 847, Y: 269, Zaman: 1691 ms
Mouse Hareket Etti - X: 848, Y: 269, Zaman: 1692 ms
Mouse Hareket Etti - X: 849, Y: 269, Zaman: 1693 ms
Mouse Hareket Etti - X: 850, Y: 269, Zaman: 1694 ms
Mouse Hareket Etti - X: 851, Y: 269, Zaman: 1695 ms
Mouse Hareket Etti - X: 852, Y: 269, Zaman: 1696 ms
Mouse Hareket Etti - X: 853, Y: 269, Zaman: 1697 ms
Mouse Hareket Etti - X: 854, Y: 269, Zaman: 1698 ms
Mouse Hareket Etti - X: 855, Y: 269, Zaman: 1699 ms
Mouse Hareket Etti - X: 856, Y: 269, Zaman: 1700 ms
Mouse Hareket Etti - X: 858, Y: 269, Zaman: 1702 ms
Mouse Hareket Etti - X: 859, Y: 269, Zaman: 1704 ms
Mouse Hareket Etti - X: 860, Y: 269, Zaman: 1705 ms
Mouse Hareket Etti - X: 861, Y: 269, Zaman: 1707 ms
Mouse Hareket Etti - X: 862, Y: 269, Zaman: 1708 ms
Mouse Hareket Etti - X: 863, Y: 269, Zaman: 1709 ms
Mouse Hareket Etti - X: 865, Y: 269, Zaman: 1711 ms
Mouse Hareket Etti - X: 866, Y: 269, Zaman: 1713 ms
Mouse Hareket Etti - X: 867, Y: 269, Zaman: 1715 ms
Mouse Hareket Etti - X: 868, Y: 269, Zaman: 1717 ms
Mouse Hareket Etti - X: 869, Y: 268, Zaman: 1718 ms
Mouse Hareket Etti - X: 870, Y: 268, Zaman: 1720 ms
Mouse Hareket Etti - X: 871, Y: 268, Zaman: 1722 ms
Mouse Hareket Etti - X: 872, Y: 268, Zaman: 1724 ms
Mouse Hareket Etti - X: 873, Y: 268, Zaman: 1725 ms
Mouse Hareket Etti - X: 874, Y: 268, Zaman: 1729 ms
Mouse Hareket Etti - X: 875, Y: 268, Zaman: 1732 ms
Mouse Hareket Etti - X: 876, Y: 268, Zaman: 1738 ms
Mouse Hareket Etti - X: 875, Y: 268, Zaman: 1783 ms
Mouse Hareket Etti - X: 874, Y: 268, Zaman: 1787 ms
Mouse Hareket Etti - X: 873, Y: 268, Zaman: 1791 ms
Mouse Hareket Etti - X: 872, Y: 268, Zaman: 1792 ms
Mouse Hareket Etti - X: 871, Y: 268, Zaman: 1795 ms
Mouse Hareket Etti - X: 871, Y: 269, Zaman: 1797 ms
Mouse Hareket Etti - X: 870, Y: 269, Zaman: 1798 ms
Mouse Hareket Etti - X: 869, Y: 269, Zaman: 1800 ms
Mouse Hareket Etti - X: 868, Y: 269, Zaman: 1801 ms
Mouse Hareket Etti - X: 867, Y: 269, Zaman: 1803 ms
Mouse Hareket Etti - X: 866, Y: 269, Zaman: 1805 ms
Mouse Hareket Etti - X: 862, Y: 270, Zaman: 1811 ms
Mouse Hareket Etti - X: 861, Y: 270, Zaman: 1812 ms
Mouse Hareket Etti - X: 860, Y: 270, Zaman: 1814 ms
Mouse Hareket Etti - X: 859, Y: 270, Zaman: 1815 ms
Mouse Hareket Etti - X: 859, Y: 271, Zaman: 1816 ms
Mouse Hareket Etti - X: 857, Y: 271, Zaman: 1817 ms
Mouse Hareket Etti - X: 856, Y: 271, Zaman: 1819 ms
Mouse Hareket Etti - X: 855, Y: 271, Zaman: 1820 ms
Mouse Hareket Etti - X: 854, Y: 271, Zaman: 1821 ms
Mouse Hareket Etti - X: 853, Y: 271, Zaman: 1822 ms
Mouse Hareket Etti - X: 852, Y: 271, Zaman: 1823 ms
Mouse Hareket Etti - X: 851, Y: 271, Zaman: 1824 ms
Mouse Hareket Etti - X: 850, Y: 271, Zaman: 1825 ms
Mouse Hareket Etti - X: 849, Y: 271, Zaman: 1826 ms
Mouse Hareket Etti - X: 848, Y: 271, Zaman: 1827 ms
Mouse Hareket Etti - X: 847, Y: 272, Zaman: 1828 ms
Mouse Hareket Etti - X: 846, Y: 272, Zaman: 1829 ms
Mouse Hareket Etti - X: 845, Y: 272, Zaman: 1830 ms
Mouse Hareket Etti - X: 844, Y: 272, Zaman: 1831 ms
Mouse Hareket Etti - X: 843, Y: 272, Zaman: 1832 ms
Mouse Hareket Etti - X: 841, Y: 272, Zaman: 1833 ms
Mouse Hareket Etti - X: 840, Y: 272, Zaman: 1834 ms
Mouse Hareket Etti - X: 839, Y: 272, Zaman: 1835 ms
Mouse Hareket Etti - X: 838, Y: 272, Zaman: 1836 ms
Mouse Hareket Etti - X: 836, Y: 273, Zaman: 1837 ms
Mouse Hareket Etti - X: 835, Y: 273, Zaman: 1838 ms
Mouse Hareket Etti - X: 834, Y: 273, Zaman: 1839 ms
Mouse Hareket Etti - X: 832, Y: 273, Zaman: 1840 ms
Mouse Hareket Etti - X: 831, Y: 273, Zaman: 1841 ms
Mouse Hareket Etti - X: 830, Y: 273, Zaman: 1842 ms
Mouse Hareket Etti - X: 829, Y: 273, Zaman: 1843 ms
Mouse Hareket Etti - X: 827, Y: 273, Zaman: 1844 ms
Mouse Hareket Etti - X: 826, Y: 273, Zaman: 1845 ms
Mouse Hareket Etti - X: 825, Y: 273, Zaman: 1846 ms
Mouse Hareket Etti - X: 823, Y: 273, Zaman: 1847 ms
Mouse Hareket Etti - X: 821, Y: 274, Zaman: 1848 ms
Mouse Hareket Etti - X: 820, Y: 274, Zaman: 1849 ms
Mouse Hareket Etti - X: 818, Y: 274, Zaman: 1850 ms
Mouse Hareket Etti - X: 817, Y: 274, Zaman: 1851 ms
Mouse Hareket Etti - X: 815, Y: 274, Zaman: 1852 ms
Mouse Hareket Etti - X: 813, Y: 274, Zaman: 1853 ms
Mouse Hareket Etti - X: 812, Y: 274, Zaman: 1854 ms
Mouse Hareket Etti - X: 811, Y: 274, Zaman: 1855 ms
Mouse Hareket Etti - X: 808, Y: 274, Zaman: 1856 ms
Mouse Hareket Etti - X: 807, Y: 274, Zaman: 1857 ms
Mouse Hareket Etti - X: 806, Y: 274, Zaman: 1858 ms
Mouse Hareket Etti - X: 804, Y: 275, Zaman: 1859 ms
Mouse Hareket Etti - X: 802, Y: 275, Zaman: 1860 ms
Mouse Hareket Etti - X: 800, Y: 275, Zaman: 1861 ms
Mouse Hareket Etti - X: 799, Y: 275, Zaman: 1862 ms
Mouse Hareket Etti - X: 798, Y: 275, Zaman: 1863 ms
Mouse Hareket Etti - X: 796, Y: 275, Zaman: 1864 ms
Mouse Hareket Etti - X: 794, Y: 275, Zaman: 1865 ms
Mouse Hareket Etti - X: 792, Y: 275, Zaman: 1866 ms
Mouse Hareket Etti - X: 791, Y: 275, Zaman: 1867 ms
Mouse Hareket Etti - X: 790, Y: 275, Zaman: 1868 ms
Mouse Hareket Etti - X: 787, Y: 275, Zaman: 1869 ms
Mouse Hareket Etti - X: 786, Y: 275, Zaman: 1870 ms
Mouse Hareket Etti - X: 785, Y: 275, Zaman: 1871 ms
Mouse Hareket Etti - X: 783, Y: 275, Zaman: 1872 ms
Mouse Hareket Etti - X: 781, Y: 275, Zaman: 1873 ms
Mouse Hareket Etti - X: 779, Y: 275, Zaman: 1874 ms
Mouse Hareket Etti - X: 778, Y: 275, Zaman: 1875 ms
Mouse Hareket Etti - X: 777, Y: 275, Zaman: 1876 ms
Mouse Hareket Etti - X: 775, Y: 275, Zaman: 1877 ms
Mouse Hareket Etti - X: 773, Y: 275, Zaman: 1878 ms
Mouse Hareket Etti - X: 771, Y: 275, Zaman: 1879 ms
Mouse Hareket Etti - X: 770, Y: 275, Zaman: 1880 ms
Mouse Hareket Etti - X: 769, Y: 275, Zaman: 1881 ms
Mouse Hareket Etti - X: 767, Y: 275, Zaman: 1882 ms
Mouse Hareket Etti - X: 765, Y: 275, Zaman: 1883 ms
Mouse Hareket Etti - X: 764, Y: 275, Zaman: 1884 ms
Mouse Hareket Etti - X: 763, Y: 275, Zaman: 1885 ms
Mouse Hareket Etti - X: 760, Y: 275, Zaman: 1886 ms
Mouse Hareket Etti - X: 759, Y: 275, Zaman: 1887 ms
Mouse Hareket Etti - X: 757, Y: 275, Zaman: 1888 ms
Mouse Hareket Etti - X: 756, Y: 275, Zaman: 1889 ms
Mouse Hareket Etti - X: 754, Y: 275, Zaman: 1890 ms
Mouse Hareket Etti - X: 752, Y: 275, Zaman: 1891 ms
Mouse Hareket Etti - X: 751, Y: 275, Zaman: 1892 ms
Mouse Hareket Etti - X: 750, Y: 275, Zaman: 1893 ms
Mouse Hareket Etti - X: 748, Y: 275, Zaman: 1894 ms
Mouse Hareket Etti - X: 747, Y: 275, Zaman: 1895 ms
Mouse Hareket Etti - X: 746, Y: 275, Zaman: 1896 ms
Mouse Hareket Etti - X: 745, Y: 275, Zaman: 1897 ms
Mouse Hareket Etti - X: 743, Y: 275, Zaman: 1898 ms
Mouse Hareket Etti - X: 741, Y: 275, Zaman: 1899 ms
Mouse Hareket Etti - X: 740, Y: 275, Zaman: 1900 ms
Mouse Hareket Etti - X: 739, Y: 275, Zaman: 1901 ms
Mouse Hareket Etti - X: 737, Y: 275, Zaman: 1902 ms
Mouse Hareket Etti - X: 736, Y: 275, Zaman: 1903 ms
Mouse Hareket Etti - X: 735, Y: 276, Zaman: 1904 ms
Mouse Hareket Etti - X: 733, Y: 276, Zaman: 1905 ms
Mouse Hareket Etti - X: 732, Y: 276, Zaman: 1906 ms
Mouse Hareket Etti - X: 731, Y: 276, Zaman: 1907 ms
Mouse Hareket Etti - X: 730, Y: 276, Zaman: 1908 ms
Mouse Hareket Etti - X: 728, Y: 276, Zaman: 1909 ms
Mouse Hareket Etti - X: 727, Y: 276, Zaman: 1911 ms
Mouse Hareket Etti - X: 725, Y: 276, Zaman: 1912 ms
Mouse Hareket Etti - X: 724, Y: 276, Zaman: 1913 ms
Mouse Hareket Etti - X: 722, Y: 276, Zaman: 1915 ms
Mouse Hareket Etti - X: 721, Y: 277, Zaman: 1916 ms
Mouse Hareket Etti - X: 720, Y: 277, Zaman: 1917 ms
Mouse Hareket Etti - X: 719, Y: 277, Zaman: 1918 ms
Mouse Hareket Etti - X: 717, Y: 277, Zaman: 1920 ms
Mouse Hareket Etti - X: 716, Y: 277, Zaman: 1922 ms
Mouse Hareket Etti - X: 715, Y: 277, Zaman: 1923 ms
Mouse Hareket Etti - X: 714, Y: 277, Zaman: 1924 ms
Mouse Hareket Etti - X: 713, Y: 277, Zaman: 1925 ms
Mouse Hareket Etti - X: 712, Y: 277, Zaman: 1927 ms
Mouse Hareket Etti - X: 711, Y: 277, Zaman: 1929 ms
Mouse Hareket Etti - X: 710, Y: 277, Zaman: 1930 ms
Mouse Hareket Etti - X: 709, Y: 277, Zaman: 1932 ms
Mouse Hareket Etti - X: 708, Y: 277, Zaman: 1934 ms
Mouse Hareket Etti - X: 707, Y: 277, Zaman: 1936 ms
Mouse Hareket Etti - X: 706, Y: 277, Zaman: 1938 ms
Mouse Hareket Etti - X: 705, Y: 277, Zaman: 1942 ms
Mouse Hareket Etti - X: 706, Y: 277, Zaman: 1972 ms
Mouse Hareket Etti - X: 707, Y: 277, Zaman: 1973 ms
Mouse Hareket Etti - X: 708, Y: 277, Zaman: 1976 ms
Mouse Hareket Etti - X: 709, Y: 277, Zaman: 1978 ms
Mouse Hareket Etti - X: 710, Y: 277, Zaman: 1980 ms
Mouse Hareket Etti - X: 711, Y: 277, Zaman: 1981 ms
Mouse Hareket Etti - X: 712, Y: 277, Zaman: 1982 ms
Mouse Hareket Etti - X: 713, Y: 277, Zaman: 1984 ms
Mouse Hareket Etti - X: 714, Y: 277, Zaman: 1985 ms
Mouse Hareket Etti - X: 715, Y: 277, Zaman: 1986 ms
Mouse Hareket Etti - X: 716, Y: 277, Zaman: 1987 ms
Mouse Hareket Etti - X: 717, Y: 276, Zaman: 1988 ms
Mouse Hareket Etti - X: 718, Y: 276, Zaman: 1989 ms
Mouse Hareket Etti - X: 719, Y: 276, Zaman: 1990 ms
Mouse Hareket Etti - X: 720, Y: 276, Zaman: 1991 ms
Mouse Hareket Etti - X: 721, Y: 276, Zaman: 1992 ms
Mouse Hareket Etti - X: 722, Y: 276, Zaman: 1993 ms
Mouse Hareket Etti - X: 723, Y: 275, Zaman: 1994 ms
Mouse Hareket Etti - X: 726, Y: 275, Zaman: 1995 ms
Mouse Hareket Etti - X: 727, Y: 275, Zaman: 1997 ms
Mouse Hareket Etti - X: 729, Y: 275, Zaman: 1998 ms
Mouse Hareket Etti - X: 731, Y: 275, Zaman: 1999 ms
Mouse Hareket Etti - X: 732, Y: 275, Zaman: 2000 ms
Mouse Hareket Etti - X: 734, Y: 275, Zaman: 2001 ms
Mouse Hareket Etti - X: 735, Y: 275, Zaman: 2002 ms
Mouse Hareket Etti - X: 737, Y: 275, Zaman: 2003 ms
Mouse Hareket Etti - X: 738, Y: 275, Zaman: 2004 ms
Mouse Hareket Etti - X: 739, Y: 275, Zaman: 2005 ms
Mouse Hareket Etti - X: 741, Y: 275, Zaman: 2006 ms
Mouse Hareket Etti - X: 743, Y: 275, Zaman: 2007 ms
Mouse Hareket Etti - X: 744, Y: 275, Zaman: 2008 ms
Mouse Hareket Etti - X: 746, Y: 275, Zaman: 2009 ms
Mouse Hareket Etti - X: 747, Y: 275, Zaman: 2010 ms
Mouse Hareket Etti - X: 749, Y: 274, Zaman: 2011 ms
Mouse Hareket Etti - X: 751, Y: 274, Zaman: 2012 ms
Mouse Hareket Etti - X: 752, Y: 274, Zaman: 2013 ms
Mouse Hareket Etti - X: 754, Y: 274, Zaman: 2014 ms
Mouse Hareket Etti - X: 756, Y: 274, Zaman: 2015 ms
Mouse Hareket Etti - X: 757, Y: 274, Zaman: 2016 ms
Mouse Hareket Etti - X: 759, Y: 274, Zaman: 2017 ms
Mouse Hareket Etti - X: 760, Y: 273, Zaman: 2018 ms
Mouse Hareket Etti - X: 762, Y: 273, Zaman: 2019 ms
Mouse Hareket Etti - X: 763, Y: 273, Zaman: 2020 ms
Mouse Hareket Etti - X: 764, Y: 273, Zaman: 2021 ms
Mouse Hareket Etti - X: 766, Y: 273, Zaman: 2022 ms
Mouse Hareket Etti - X: 768, Y: 273, Zaman: 2023 ms
Mouse Hareket Etti - X: 769, Y: 273, Zaman: 2024 ms
Mouse Hareket Etti - X: 770, Y: 273, Zaman: 2025 ms
Mouse Hareket Etti - X: 772, Y: 273, Zaman: 2026 ms
Mouse Hareket Etti - X: 774, Y: 273, Zaman: 2027 ms
Mouse Hareket Etti - X: 775, Y: 273, Zaman: 2028 ms
Mouse Hareket Etti - X: 776, Y: 273, Zaman: 2029 ms
Mouse Hareket Etti - X: 778, Y: 273, Zaman: 2030 ms
Mouse Hareket Etti - X: 780, Y: 273, Zaman: 2031 ms
Mouse Hareket Etti - X: 781, Y: 273, Zaman: 2032 ms
Mouse Hareket Etti - X: 782, Y: 273, Zaman: 2033 ms
Mouse Hareket Etti - X: 783, Y: 273, Zaman: 2034 ms
Mouse Hareket Etti - X: 785, Y: 273, Zaman: 2035 ms
Mouse Hareket Etti - X: 786, Y: 273, Zaman: 2036 ms
Mouse Hareket Etti - X: 787, Y: 272, Zaman: 2037 ms
Mouse Hareket Etti - X: 790, Y: 272, Zaman: 2038 ms
Mouse Hareket Etti - X: 791, Y: 272, Zaman: 2039 ms
Mouse Hareket Etti - X: 793, Y: 272, Zaman: 2041 ms
Mouse Hareket Etti - X: 795, Y: 272, Zaman: 2042 ms
Mouse Hareket Etti - X: 796, Y: 272, Zaman: 2043 ms
Mouse Hareket Etti - X: 797, Y: 272, Zaman: 2044 ms
Mouse Hareket Etti - X: 798, Y: 272, Zaman: 2045 ms
Mouse Hareket Etti - X: 800, Y: 272, Zaman: 2046 ms
Mouse Hareket Etti - X: 801, Y: 272, Zaman: 2047 ms
Mouse Hareket Etti - X: 802, Y: 272, Zaman: 2048 ms
Mouse Hareket Etti - X: 803, Y: 272, Zaman: 2049 ms
Mouse Hareket Etti - X: 804, Y: 272, Zaman: 2050 ms
Mouse Hareket Etti - X: 805, Y: 272, Zaman: 2051 ms
Mouse Hareket Etti - X: 807, Y: 272, Zaman: 2052 ms
Mouse Hareket Etti - X: 808, Y: 272, Zaman: 2053 ms
Mouse Hareket Etti - X: 809, Y: 272, Zaman: 2054 ms
Mouse Hareket Etti - X: 810, Y: 272, Zaman: 2055 ms
Mouse Hareket Etti - X: 811, Y: 272, Zaman: 2056 ms
Mouse Hareket Etti - X: 812, Y: 272, Zaman: 2057 ms
Mouse Hareket Etti - X: 813, Y: 272, Zaman: 2058 ms
Mouse Hareket Etti - X: 814, Y: 272, Zaman: 2059 ms
Mouse Hareket Etti - X: 815, Y: 272, Zaman: 2060 ms
Mouse Hareket Etti - X: 817, Y: 272, Zaman: 2061 ms
Mouse Hareket Etti - X: 818, Y: 272, Zaman: 2063 ms
Mouse Hareket Etti - X: 819, Y: 272, Zaman: 2064 ms
Mouse Hareket Etti - X: 820, Y: 272, Zaman: 2065 ms
Mouse Hareket Etti - X: 821, Y: 272, Zaman: 2066 ms
Mouse Hareket Etti - X: 822, Y: 272, Zaman: 2067 ms
Mouse Hareket Etti - X: 824, Y: 272, Zaman: 2069 ms
Mouse Hareket Etti - X: 825, Y: 272, Zaman: 2071 ms
Mouse Hareket Etti - X: 826, Y: 272, Zaman: 2072 ms
Mouse Hareket Etti - X: 827, Y: 272, Zaman: 2073 ms
Mouse Hareket Etti - X: 828, Y: 272, Zaman: 2075 ms
Mouse Hareket Etti - X: 829, Y: 272, Zaman: 2076 ms
Mouse Hareket Etti - X: 830, Y: 272, Zaman: 2078 ms
Mouse Hareket Etti - X: 831, Y: 272, Zaman: 2079 ms
Mouse Hareket Etti - X: 832, Y: 272, Zaman: 2081 ms
Mouse Hareket Etti - X: 833, Y: 272, Zaman: 2083 ms
Mouse Hareket Etti - X: 834, Y: 272, Zaman: 2085 ms
Mouse Hareket Etti - X: 835, Y: 272, Zaman: 2086 ms
Mouse Hareket Etti - X: 836, Y: 272, Zaman: 2090 ms
Mouse Hareket Etti - X: 837, Y: 272, Zaman: 2093 ms
Mouse Hareket Etti - X: 837, Y: 273, Zaman: 2125 ms
Mouse Hareket Etti - X: 837, Y: 274, Zaman: 2131 ms
Mouse Hareket Etti - X: 836, Y: 274, Zaman: 2132 ms
Mouse Hareket Etti - X: 835, Y: 274, Zaman: 2134 ms
Mouse Hareket Etti - X: 834, Y: 274, Zaman: 2136 ms
Mouse Hareket Etti - X: 833, Y: 275, Zaman: 2138 ms
Mouse Hareket Etti - X: 832, Y: 275, Zaman: 2140 ms
Mouse Hareket Etti - X: 831, Y: 275, Zaman: 2142 ms
Mouse Hareket Etti - X: 830, Y: 276, Zaman: 2143 ms
Mouse Hareket Etti - X: 829, Y: 276, Zaman: 2145 ms
Mouse Hareket Etti - X: 828, Y: 276, Zaman: 2146 ms
Mouse Hareket Etti - X: 827, Y: 276, Zaman: 2147 ms
Mouse Hareket Etti - X: 826, Y: 277, Zaman: 2148 ms
Mouse Hareket Etti - X: 824, Y: 277, Zaman: 2150 ms
Mouse Hareket Etti - X: 823, Y: 277, Zaman: 2152 ms
Mouse Hareket Etti - X: 821, Y: 277, Zaman: 2153 ms
Mouse Hareket Etti - X: 820, Y: 277, Zaman: 2155 ms
Mouse Hareket Etti - X: 819, Y: 277, Zaman: 2156 ms
Mouse Hareket Etti - X: 818, Y: 277, Zaman: 2157 ms
Mouse Hareket Etti - X: 816, Y: 278, Zaman: 2158 ms
Mouse Hareket Etti - X: 815, Y: 278, Zaman: 2160 ms
Mouse Hareket Etti - X: 813, Y: 278, Zaman: 2161 ms
Mouse Hareket Etti - X: 812, Y: 278, Zaman: 2162 ms
Mouse Hareket Etti - X: 811, Y: 278, Zaman: 2163 ms
Mouse Hareket Etti - X: 810, Y: 279, Zaman: 2164 ms
Mouse Hareket Etti - X: 809, Y: 279, Zaman: 2165 ms
Mouse Hareket Etti - X: 808, Y: 279, Zaman: 2166 ms
Mouse Hareket Etti - X: 806, Y: 279, Zaman: 2167 ms
Mouse Hareket Etti - X: 805, Y: 279, Zaman: 2169 ms
Mouse Hareket Etti - X: 803, Y: 279, Zaman: 2170 ms
Mouse Hareket Etti - X: 802, Y: 279, Zaman: 2171 ms
Mouse Hareket Etti - X: 801, Y: 279, Zaman: 2172 ms
Mouse Hareket Etti - X: 799, Y: 279, Zaman: 2173 ms
Mouse Hareket Etti - X: 798, Y: 279, Zaman: 2174 ms
Mouse Hareket Etti - X: 797, Y: 279, Zaman: 2175 ms
Mouse Hareket Etti - X: 796, Y: 279, Zaman: 2176 ms
Mouse Hareket Etti - X: 795, Y: 279, Zaman: 2177 ms
Mouse Hareket Etti - X: 793, Y: 279, Zaman: 2178 ms
Mouse Hareket Etti - X: 791, Y: 279, Zaman: 2180 ms
Mouse Hareket Etti - X: 790, Y: 279, Zaman: 2181 ms
Mouse Hareket Etti - X: 789, Y: 279, Zaman: 2182 ms
Mouse Hareket Etti - X: 787, Y: 279, Zaman: 2183 ms
Mouse Hareket Etti - X: 786, Y: 279, Zaman: 2184 ms
Mouse Hareket Etti - X: 785, Y: 279, Zaman: 2185 ms
Mouse Hareket Etti - X: 784, Y: 279, Zaman: 2186 ms
Mouse Hareket Etti - X: 783, Y: 279, Zaman: 2187 ms
Mouse Hareket Etti - X: 781, Y: 279, Zaman: 2188 ms
Mouse Hareket Etti - X: 779, Y: 279, Zaman: 2190 ms
Mouse Hareket Etti - X: 778, Y: 279, Zaman: 2191 ms
Mouse Hareket Etti - X: 777, Y: 279, Zaman: 2192 ms
Mouse Hareket Etti - X: 775, Y: 279, Zaman: 2193 ms
Mouse Hareket Etti - X: 774, Y: 279, Zaman: 2194 ms
Mouse Hareket Etti - X: 772, Y: 279, Zaman: 2196 ms
Mouse Hareket Etti - X: 771, Y: 279, Zaman: 2197 ms
Mouse Hareket Etti - X: 770, Y: 279, Zaman: 2198 ms
Mouse Hareket Etti - X: 769, Y: 279, Zaman: 2199 ms
Mouse Hareket Etti - X: 768, Y: 279, Zaman: 2200 ms
Mouse Hareket Etti - X: 767, Y: 279, Zaman: 2201 ms
Mouse Hareket Etti - X: 766, Y: 279, Zaman: 2202 ms
Mouse Hareket Etti - X: 765, Y: 279, Zaman: 2203 ms
Mouse Hareket Etti - X: 764, Y: 279, Zaman: 2204 ms
Mouse Hareket Etti - X: 762, Y: 279, Zaman: 2205 ms
Mouse Hareket Etti - X: 761, Y: 279, Zaman: 2206 ms
Mouse Hareket Etti - X: 759, Y: 280, Zaman: 2208 ms
Mouse Hareket Etti - X: 758, Y: 280, Zaman: 2210 ms
Mouse Hareket Etti - X: 757, Y: 280, Zaman: 2211 ms
Mouse Hareket Etti - X: 756, Y: 280, Zaman: 2212 ms
Mouse Hareket Etti - X: 755, Y: 280, Zaman: 2213 ms
Mouse Hareket Etti - X: 754, Y: 280, Zaman: 2214 ms
Mouse Hareket Etti - X: 753, Y: 280, Zaman: 2215 ms
Mouse Hareket Etti - X: 752, Y: 280, Zaman: 2217 ms
Mouse Hareket Etti - X: 751, Y: 280, Zaman: 2218 ms
Mouse Hareket Etti - X: 750, Y: 280, Zaman: 2220 ms
Mouse Hareket Etti - X: 749, Y: 280, Zaman: 2221 ms
Mouse Hareket Etti - X: 748, Y: 280, Zaman: 2223 ms
Mouse Hareket Etti - X: 747, Y: 280, Zaman: 2225 ms
Mouse Hareket Etti - X: 746, Y: 280, Zaman: 2228 ms
Mouse Hareket Etti - X: 745, Y: 280, Zaman: 2230 ms
Mouse Hareket Etti - X: 744, Y: 280, Zaman: 2235 ms
Mouse Hareket Etti - X: 745, Y: 280, Zaman: 2261 ms
Mouse Hareket Etti - X: 746, Y: 280, Zaman: 2261 ms
Mouse Hareket Etti - X: 747, Y: 280, Zaman: 2265 ms
Mouse Hareket Etti - X: 748, Y: 279, Zaman: 2268 ms
Mouse Hareket Etti - X: 749, Y: 279, Zaman: 2270 ms
Mouse Hareket Etti - X: 750, Y: 279, Zaman: 2271 ms
Mouse Hareket Etti - X: 751, Y: 279, Zaman: 2272 ms
Mouse Hareket Etti - X: 752, Y: 279, Zaman: 2274 ms
Mouse Hareket Etti - X: 753, Y: 279, Zaman: 2275 ms
Mouse Hareket Etti - X: 754, Y: 278, Zaman: 2276 ms
Mouse Hareket Etti - X: 755, Y: 278, Zaman: 2277 ms
Mouse Hareket Etti - X: 757, Y: 278, Zaman: 2279 ms
Mouse Hareket Etti - X: 758, Y: 277, Zaman: 2281 ms
Mouse Hareket Etti - X: 760, Y: 277, Zaman: 2282 ms
Mouse Hareket Etti - X: 762, Y: 277, Zaman: 2284 ms
Mouse Hareket Etti - X: 763, Y: 277, Zaman: 2285 ms
Mouse Hareket Etti - X: 764, Y: 277, Zaman: 2286 ms
Mouse Hareket Etti - X: 765, Y: 277, Zaman: 2287 ms
Mouse Hareket Etti - X: 767, Y: 277, Zaman: 2288 ms
Mouse Hareket Etti - X: 768, Y: 277, Zaman: 2289 ms
Mouse Hareket Etti - X: 769, Y: 276, Zaman: 2290 ms
Mouse Hareket Etti - X: 770, Y: 276, Zaman: 2291 ms
Mouse Hareket Etti - X: 771, Y: 276, Zaman: 2292 ms
Mouse Hareket Etti - X: 773, Y: 276, Zaman: 2293 ms
Mouse Hareket Etti - X: 774, Y: 276, Zaman: 2294 ms
